Category,Message
TRUE,Suppose Alfred Nota and his pal Homer's break-in at Collingswood Avenue was just a cover-up and their true mission was to plant a listening device.
TRUE,"In September 1791, Roland's mission being executed, they returned to Lyons."
TRUE,It never sat well with him that those charged with enforcing Death's mission served not out of choice but obligation to the deity that stole their souls.
TRUE,"For now, our mission is to protect the lost souls from the demons."
TRUE,The radio channel played nonsensical songs from the 60's in a barely successful mission to lift her spirits.
TRUE,"To an outsider, he appeared as confident and fresh as a man just starting a mission after a good night's sleep."
TRUE,You and I have a different mission.
TRUE,I'm going on a mission.
TRUE,This started out as a mission about us but has turned into a mission about you.
TRUE,"Descartes accepted the philosophic mission, and in the spring of 1629 he settled in Holland."
TRUE,"On his visit to Toulouse in 1665, with a mission from the Cartesian chiefs, his lectures excited boundless interest; ladies threw themselves with zeal and ability into the study of philosophy; and Regis himself .was made the guest of the civic corporation."
TRUE,"Jellia at once departed on the errand, and she was gone so long that they had almost forgotten her mission when the green robed maiden returned with a troubled face."
TRUE,"It has several ginning factories and a cotton-mill; two high schools, one maintained by the Government and the other by the Basel German Mission."
TRUE,I want you to get your things and meet me at the mission.
TRUE,She really had personalized the mission.
TRUE,What she didn't understand was why a vamp would consider it his job to remind her of her mission.
TRUE,Promise you'll barter my freedom if Qatwali imprisons me on this peace mission.
TRUE,"Wondering how much he should say, A'Ran's gaze went to another screen first, the one listing the details of their unsuccessful peace mission."
TRUE,"Kaisarieh is the headquarters of the American mission in Cappadocia, which has several churches and schools for boys and girls and does splendid medical work."
TRUE,"In 1837 the membership in Great Britain and Ireland was 318,716; in foreign mission stations, 66,007; in Upper Canada, 14,000; while the American Conferences had charge of 650,678 members."
TRUE,"The delegates found the king at Jedburgh, and the mission, which was a dangerous one, was successfully accomplished."
TRUE,He was appointed secretary to Cabarrus on a special mission to France in 1787.
TRUE,"During Somerset's protectorate he entered public life and was made a secretary of state, being sent on an important diplomatic mission to Brussels."
TRUE,"It consists of delegates elected by each province, certain ex officio members, and representatives from the mission field."
TRUE,Three years later this mission had to be abandoned; but in 1881 work was again resumed.
TRUE,"In 1856 John Coleridge Patteson, afterwards bishop of Melanesia, had paid his first visit to the islands, and native teachers trained at the Melanesian mission college subsequently 'established themselves there."
TRUE,"I was sent to train him, and I will complete my mission."
TRUE,"On a mission to ensure there was a clean slate between his mate and Darkyn, Gabriel waited in the middle of Deidre's old apartment for the Dark One to arrive."
TRUE,Brady's focus returned to his mission.
TRUE,Your team is being dispatched on a new mission.
TRUE,When's the next mission to the Peak?
TRUE,Brady forced his thoughts to his mission.
TRUE,It's an important mission.
TRUE,We both know this is a suicide mission.
TRUE,Are you really going to let your jackass brother send you on a suicide mission?
TRUE,This one had taken over Gabriel's mission.
TRUE,Just the lone Guardian whose mission there was as hidden to the boy-god as the Original Being's.
TRUE,I can't let my emotions interfere with a mission.
TRUE,She'd never let fear stand between her and a mission.
TRUE,"She couldn't let it stop her now, though this kind of fear was far different than that of losing her life or failure on a mission."
TRUE,Alex urged Ed into a walk and they continued their mission.
TRUE,How many times had she been told this was a fool's mission?
TRUE,"The infallibility of the Church, thus limited, is a necessary outcome of the fundamental conception of the Catholic Church and its mission."
TRUE,"About 1350 she went to Rome, partly to obtain from the pope the authorization of the new order, partly in pursuance of her self-imposed mission to elevate the moral tone of the age."
TRUE,"He was now sent on an important mission to India; he left England in September 1769, but the ship in which he sailed was lost at sea late in 1770 or early in 1771."
TRUE,"The foreign missions are managed by a mission board, elected by the General Synod."
TRUE,"Early in the World War he went to South America to buy horses for the British army, and carried out his mission with success."
TRUE,"Hereupon Ignatius, on March 15th, 1540, told Xavier to leave Rome the next day with Mascarenhas, in order to join Rodrigues in the Indian mission."
TRUE,That reformation failed to effect its purifying mission.
TRUE,There were a number of important contributory conditions (enumerated in Harnack's Mission and Ausbreitung des Christentums) which Gibbon did not take into account.
TRUE,"Many amendments suggested by him were introduced in the debates on the constitution; in 1870 he undertook a mission to South Germany to strengthen the national party there, and was consulted by Bismarck while at Versailles."
TRUE,"At the time, Menasseh ben Israel was in London, on a mission to Cromwell."
TRUE,"The mission of the American Presbyterian Church, which has had its centre in Beirut for the last sixty years, has done much for Syria, especially in the spread of popular education; numerous publications issue from its press, and its medical school has been extremely beneficial."
TRUE,"There are numerous mission stations throughout Basutoland, to several of which Biblical names have been given, such as Shiloh, Hermon, Cana, Bethesda, Berea."
TRUE,"Nine-tenths of the scholars are in the schools of the French Protestant Mission, which are conducted by English, or English-speaking, missionaries."
TRUE,"Mihaly V6rosmartyo, Ferencz KOlcsey, Ferencz Kazinczy and his associates, to mention but a few of many great names, were, consciously or unconsciously, as the representatives of the renascent national literature, accomplishing a political mission, and their pens proved no less efficacious than the swords of their ancestors."
TRUE,"There are an American mission, a Roman Catholic church, a museum of antiquities, and a cantonment for a British cavalry regiment."
TRUE,"There are several old missions near the city, notably the Mission La Purisima Concepcion de Acuna (the ""First Mission""), 2 m."
TRUE,"A Franciscan mission was established at Santa Cruz in 1791 and secularized in 1834, but was later destroyed."
TRUE,"Recently a mission has been sent to the Falashas of Abyssinia, and much interest has been felt in such outlying branches of the Jewish people as the Black Jews of Cochin and the Bene Israel community of Bombay."
TRUE,"In 1642 Henderson, whose policy was to keep Scotland neutral in the war which had now broken out between the king and the parliament, was engaged in corresponding with England on ecclesiastical topics; and, shortly afterwards, he was sent to Oxford to mediate between the king and his parliament; but his mission proved a failure."
